Group Names,Entity Name,Capability Name,Template Name,Assessment Date,Assessment Number,Total Votes,Total Abstains,Rating,Dimension,Outcomes,Goal, Impediment,Notes,Criteria,Criteria Stage,Criteria Selections,Criteria Percent Selected
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,0.500000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Creates transparency and visibility about the work going on within the team and its progress","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,0.500000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Strongly and inspiringly communicates the mission and purpose of the team","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Leadership Engagement @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,0.500000,Leadership,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Leadership (i.e., Middle Management) rarely leads and enables new ways of working","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,0.500000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Teams learn and make changes based on their own experience but do not share beyond the team.","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,0.500000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Discussing failures is not encouraged","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,0.500000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","The team experiments with new ways of working","Developing",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,0.500000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Team members make time to enhance their skills within their current function","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,0.500000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","Failure is treated negatively","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,0.500000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","No observable changes in team behaviour based on lessons learned from themselves or other teams in the org.","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Learning Culture & Retrospection @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,0.500000,Improve,"Time to Market; Employee Satisfaction; Innovation",N,N,"","The team hardly makes time to experiment with new ways of working, learn new skills, or share knowledge","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","The entire team participates","Developing",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","The whole team collaborates on the Sprint Goal;  it is finalized prior to end of Sprint Planning","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","The Product Owner  identifies how the Product could increase its value in the upcoming Sprint and has the Product Backlog prepared","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","Occurs on cadence; at the beginning of every Sprint","Developing",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","PBIs are selected by the team to achieve the Sprint Goal","Developing",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","The team invites other organization members if their subject matter expertise is required","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","The team uses its Definition of Done, upcoming Sprint capacity, and past performance to gauge what they can commit to","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","No event exists in which the team collaborates on the work for the upcoming Sprint and formulates a plan to achieve it","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Sprint Planning  @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Adapt,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"","Helpful Resources: Estimation & Planning","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The team listens to each other’s opinions and considers tradeoffs","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Team members do not hesitate to take on a task that is not relevant to their functional area","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Team members are aware of one another's communication style and cater to it to ensure everyone's voice is heard","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The team has a collaborative workspace (on-site or remote) and utilizes collaboration tools for communication, sharing, and fun","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Team members know what each other are working on and use team sync events (Planning, Stand-Up, Backlog Refinement, etc.) to ensure open lines of communication, alignment of efforts, and management of dependencies","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The team has a common language they use to describe their work","Developing",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","The team has an identity (i.e., name)","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Team Synergy @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Dynamics,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","There is a lack of shared ownership, timely input, and direct interaction between team members; they work as individuals","Starting",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Finds opportunities to showcase technical work in Sprint Reviews","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Reserves capacity for technical stories such as refactoring, technical debt pay down, UX, Security and architecture.","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Understands and commits to quality; does not push back on the time allocated for quality practices such as pairing, CI/CD, test automation, etc.","Developing",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Architecture (UX, Front End, Back-end)  is considered in Backlog Refinement activities","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Articulates to stakeholders and customers the importance of technical enablers and the value they generate","Emerging",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Understands the nature of technical debt and it's ramifications; prioritizes it when the team feels strongly it needs to be resolved","Developing",1,50.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Adds technical stories when needed and relies on the team to educate on the need and flesh out the details","Developing",2,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Crusaders","Technical Enablers @Unum","Agile Practices - Change Teams",4/4/2022 8:49 PM,1,2,0,1.000000,Quality,"Time to Market; Customer Satisfaction; Employee Satisfaction; Innovation; Reliability; Responsiveness; Predictability",N,N,"","Is aware of technical enabler work such as infrastructure upgrades, tool/ technical practice adoption","Developing",1,50.00
